2020-07-21 19:05:54,224 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2020-07-21 19:05:54,286 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2020-07-21 19:05:54,286 INFO  Logger.cs: 73 - Commit version 1.5.1-0-g916b5db
2020-07-21 19:05:54,286 INFO  Logger.cs: 74 - Build version 1.5.7152.31018
2020-07-21 19:05:54,302 INFO  SwAddin.cs: 250 - Adding Assembly export to file menu
2020-07-21 19:05:54,302 INFO  SwAddin.cs: 253 - Adding Part export to file menu
2020-07-21 19:05:54,333 INFO  SwAddin.cs: 218 - Connecting plugin to SolidWorks
2020-07-21 19:42:46,630 INFO  SwAddin.cs: 271 - Assembly export called for file Assem1.SLDASM
2020-07-21 19:42:46,645 INFO  SwAddin.cs: 282 - A rebuild is required
2020-07-21 19:42:46,645 INFO  SwAddin.cs: 290 - Saving assembly
2020-07-21 19:42:47,820 INFO  SwAddin.cs: 293 - Opening property manager
2020-07-21 19:42:47,851 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Assem1.SLDASM
2020-07-21 19:42:47,867 INFO  ExportHelperExtension.cs: 1142 - Found 57 in Assem1.SLDASM
2020-07-21 19:42:47,867 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Assem1.SLDASM
2020-07-21 19:42:47,867 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-07-21 19:42:47,867 INFO  ExportHelperExtension.cs: 1167 - 5 components to check
2020-07-21 19:42:47,867 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from front_wheel-2-11-1
2020-07-21 19:42:47,867 INFO  ExportHelperExtension.cs: 1142 - Found 26 in front_wheel-2-11-1
2020-07-21 19:42:47,867 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in front_wheel-2-11-1
2020-07-21 19:42:47,883 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from back_wheel-2-8-1
2020-07-21 19:42:47,883 INFO  ExportHelperExtension.cs: 1142 - Found 26 in back_wheel-2-8-1
2020-07-21 19:42:47,883 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in back_wheel-2-8-1
2020-07-21 19:42:47,883 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from back_wheel-2-9-1
2020-07-21 19:42:47,883 INFO  ExportHelperExtension.cs: 1142 - Found 26 in back_wheel-2-9-1
2020-07-21 19:42:47,883 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in back_wheel-2-9-1
2020-07-21 19:42:47,883 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from base-2-5-1
2020-07-21 19:42:47,898 INFO  ExportHelperExtension.cs: 1142 - Found 26 in base-2-5-1
2020-07-21 19:42:47,898 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in base-2-5-1
2020-07-21 19:42:47,898 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from front_wheel-2-10-1
2020-07-21 19:42:47,898 INFO  ExportHelperExtension.cs: 1142 - Found 26 in front_wheel-2-10-1
2020-07-21 19:42:47,898 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in front_wheel-2-10-1
2020-07-21 19:42:47,898 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from Assem1.SLDASM
2020-07-21 19:42:47,898 INFO  ExportHelperExtension.cs: 1142 - Found 57 in Assem1.SLDASM
2020-07-21 19:42:47,898 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in Assem1.SLDASM
2020-07-21 19:42:47,914 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-07-21 19:42:47,914 INFO  ExportHelperExtension.cs: 1167 - 5 components to check
2020-07-21 19:42:47,914 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from front_wheel-2-11-1
2020-07-21 19:42:47,914 INFO  ExportHelperExtension.cs: 1142 - Found 26 in front_wheel-2-11-1
